dataset,method,run,seed,train_acc,test_acc,TP,FP,TN,FN,n_classes,d_original,d_retained,efs_std_input,efs_prune_ratio,efs_val_size,efs_best_std
Madelon (heavy redundancy),MutualInfo,28,4664,1.0,0.7246153846153847,262,116,209,63,2,500,50,,,,
Madelon (heavy redundancy),RFE,28,4664,1.0,0.8692307692307693,293,53,272,32,2,500,50,,,,
Madelon (heavy redundancy),L1,28,4664,1.0,0.8246153846153846,284,73,252,41,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,28,4664,1.0,0.84,294,73,252,31,2,500,100,None,0.8,0.25,0.0
Madelon (heavy redundancy),Baseline,29,1282,1.0,0.7107692307692308,265,128,197,60,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,29,1282,1.0,0.7015384615384616,264,133,192,61,2,500,50,,,,
Madelon (heavy redundancy),RFE,29,1282,1.0,0.8384615384615385,288,68,257,37,2,500,50,,,,
Madelon (heavy redundancy),L1,29,1282,1.0,0.7953846153846154,282,90,235,43,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,29,1282,1.0,0.8276923076923077,284,71,254,41,2,500,100,None,0.8,0.25,2.0
Madelon (heavy redundancy),Baseline,30,5379,1.0,0.7338461538461538,248,96,229,77,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,30,5379,1.0,0.7707692307692308,258,82,243,67,2,500,50,,,,
Madelon (heavy redundancy),RFE,30,5379,1.0,0.8738461538461538,292,49,276,33,2,500,50,,,,
Madelon (heavy redundancy),L1,30,5379,1.0,0.8246153846153846,283,72,253,42,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,30,5379,1.0,0.8492307692307692,284,57,268,41,2,500,100,None,0.8,0.25,2.0
Madelon (heavy redundancy),Baseline,31,6358,1.0,0.7230769230769231,252,107,218,73,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,31,6358,1.0,0.64,201,110,215,124,2,500,50,,,,
Madelon (heavy redundancy),RFE,31,6358,1.0,0.8615384615384616,289,54,271,36,2,500,50,,,,
Madelon (heavy redundancy),L1,31,6358,1.0,0.7907692307692308,267,78,247,58,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,31,6358,1.0,0.8353846153846154,280,62,263,45,2,500,100,None,0.8,0.25,3.0
Madelon (heavy redundancy),Baseline,32,9288,1.0,0.7169230769230769,254,113,212,71,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,32,9288,1.0,0.72,251,108,217,74,2,500,50,,,,
Madelon (heavy redundancy),RFE,32,9288,1.0,0.8553846153846154,284,53,272,41,2,500,50,,,,
Madelon (heavy redundancy),L1,32,9288,1.0,0.8061538461538461,278,79,246,47,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,32,9288,1.0,0.8246153846153846,282,71,254,43,2,500,100,None,0.8,0.25,3.0
Madelon (heavy redundancy),Baseline,33,3078,1.0,0.696923076923077,235,107,218,90,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,33,3078,1.0,0.6015384615384616,179,113,212,146,2,500,50,,,,
Madelon (heavy redundancy),RFE,33,3078,1.0,0.86,283,49,276,42,2,500,50,,,,
Madelon (heavy redundancy),L1,33,3078,1.0,0.8123076923076923,268,65,260,57,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,33,3078,1.0,0.8276923076923077,272,59,266,53,2,500,100,None,0.8,0.25,3.0
Madelon (heavy redundancy),Baseline,34,175,1.0,0.7292307692307692,253,104,221,72,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,34,175,1.0,0.7323076923076923,253,102,223,72,2,500,50,,,,
Madelon (heavy redundancy),RFE,34,175,1.0,0.8492307692307692,282,55,270,43,2,500,50,,,,
Madelon (heavy redundancy),L1,34,175,1.0,0.8261538461538461,279,67,258,46,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,34,175,1.0,0.8276923076923077,282,69,256,43,2,500,100,None,0.8,0.25,1.0
Madelon (heavy redundancy),Baseline,35,4296,1.0,0.72,249,106,219,76,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,35,4296,1.0,0.7230769230769231,253,108,217,72,2,500,50,,,,
Madelon (heavy redundancy),RFE,35,4296,1.0,0.8630769230769231,292,56,269,33,2,500,50,,,,
Madelon (heavy redundancy),L1,35,4296,1.0,0.8061538461538461,279,80,245,46,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,35,4296,1.0,0.8215384615384616,284,75,250,41,2,500,100,None,0.8,0.25,2.0
Madelon (heavy redundancy),Baseline,36,6275,1.0,0.6907692307692308,240,116,209,85,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,36,6275,1.0,0.7292307692307692,262,113,212,63,2,500,50,,,,
Madelon (heavy redundancy),RFE,36,6275,1.0,0.8661538461538462,288,50,275,37,2,500,50,,,,
Madelon (heavy redundancy),L1,36,6275,1.0,0.7846153846153846,275,90,235,50,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,36,6275,1.0,0.8276923076923077,279,66,259,46,2,500,100,None,0.8,0.25,2.0
Madelon (heavy redundancy),Baseline,37,1236,1.0,0.74,254,98,227,71,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,37,1236,1.0,0.703076923076923,242,110,215,83,2,500,50,,,,
Madelon (heavy redundancy),RFE,37,1236,1.0,0.86,286,52,273,39,2,500,50,,,,
Madelon (heavy redundancy),L1,37,1236,1.0,0.8138461538461539,276,72,253,49,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,37,1236,1.0,0.8323076923076923,282,66,259,43,2,500,100,None,0.8,0.25,3.0
Madelon (heavy redundancy),Baseline,38,9420,1.0,0.7061538461538461,240,106,219,85,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,38,9420,1.0,0.6846153846153846,230,110,215,95,2,500,50,,,,
Madelon (heavy redundancy),RFE,38,9420,1.0,0.8415384615384616,280,58,267,45,2,500,50,,,,
Madelon (heavy redundancy),L1,38,9420,1.0,0.7923076923076923,269,79,246,56,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,38,9420,1.0,0.8246153846153846,277,66,259,48,2,500,100,None,0.8,0.25,1.0
Madelon (heavy redundancy),Baseline,39,8754,1.0,0.7,239,109,216,86,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,39,8754,1.0,0.6892307692307692,239,116,209,86,2,500,50,,,,
Madelon (heavy redundancy),RFE,39,8754,1.0,0.8384615384615385,267,47,278,58,2,500,50,,,,
Madelon (heavy redundancy),L1,39,8754,1.0,0.7830769230769231,260,76,249,65,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,39,8754,1.0,0.8138461538461539,270,66,259,55,2,500,100,None,0.8,0.25,2.0
Madelon (heavy redundancy),Baseline,40,9446,1.0,0.7046153846153846,238,105,220,87,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,40,9446,1.0,0.6476923076923077,212,116,209,113,2,500,50,,,,
Madelon (heavy redundancy),RFE,40,9446,1.0,0.8523076923076923,279,50,275,46,2,500,50,,,,
Madelon (heavy redundancy),L1,40,9446,1.0,0.8015384615384615,266,70,255,59,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,40,9446,1.0,0.8276923076923077,270,57,268,55,2,500,100,None,0.8,0.25,3.0
Madelon (heavy redundancy),Baseline,41,7101,1.0,0.703076923076923,252,120,205,73,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,41,7101,1.0,0.7076923076923077,254,119,206,71,2,500,50,,,,
Madelon (heavy redundancy),RFE,41,7101,1.0,0.8661538461538462,287,49,276,38,2,500,50,,,,
Madelon (heavy redundancy),L1,41,7101,1.0,0.8,277,82,243,48,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,41,7101,1.0,0.84,284,63,262,41,2,500,100,None,0.8,0.25,0.0
Madelon (heavy redundancy),Baseline,42,8648,1.0,0.7446153846153846,267,108,217,58,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,42,8648,1.0,0.7615384615384615,269,99,226,56,2,500,50,,,,
Madelon (heavy redundancy),RFE,42,8648,1.0,0.8830769230769231,296,47,278,29,2,500,50,,,,
Madelon (heavy redundancy),L1,42,8648,1.0,0.8184615384615385,288,81,244,37,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,42,8648,1.0,0.8646153846153846,297,60,265,28,2,500,100,None,0.8,0.25,2.0
Madelon (heavy redundancy),Baseline,43,5667,1.0,0.7,239,109,216,86,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,43,5667,1.0,0.7353846153846154,256,103,222,69,2,500,50,,,,
Madelon (heavy redundancy),RFE,43,5667,1.0,0.8538461538461538,282,52,273,43,2,500,50,,,,
Madelon (heavy redundancy),L1,43,5667,1.0,0.8153846153846154,276,71,254,49,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,43,5667,1.0,0.8384615384615385,280,60,265,45,2,500,100,None,0.8,0.25,0.0
Madelon (heavy redundancy),Baseline,44,9009,1.0,0.7061538461538461,262,128,197,63,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,44,9009,1.0,0.6938461538461539,251,125,200,74,2,500,50,,,,
Madelon (heavy redundancy),RFE,44,9009,1.0,0.8492307692307692,284,57,268,41,2,500,50,,,,
Madelon (heavy redundancy),L1,44,9009,1.0,0.796923076923077,277,84,241,48,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,44,9009,1.0,0.8153846153846154,280,75,250,45,2,500,100,None,0.8,0.25,2.0
Madelon (heavy redundancy),Baseline,45,4482,1.0,0.7261538461538461,249,102,223,76,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,45,4482,1.0,0.7215384615384616,255,111,214,70,2,500,50,,,,
Madelon (heavy redundancy),RFE,45,4482,1.0,0.8661538461538462,286,48,277,39,2,500,50,,,,
Madelon (heavy redundancy),L1,45,4482,1.0,0.8061538461538461,277,78,247,48,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,45,4482,1.0,0.8338461538461538,283,66,259,42,2,500,100,None,0.8,0.25,1.0
Madelon (heavy redundancy),Baseline,46,6813,1.0,0.7169230769230769,240,99,226,85,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,46,6813,1.0,0.7492307692307693,252,90,235,73,2,500,50,,,,
Madelon (heavy redundancy),RFE,46,6813,1.0,0.8661538461538462,280,42,283,45,2,500,50,,,,
Madelon (heavy redundancy),L1,46,6813,1.0,0.7984615384615384,267,73,252,58,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,46,6813,1.0,0.8430769230769231,275,52,273,50,2,500,100,None,0.8,0.25,1.0
Madelon (heavy redundancy),Baseline,47,1611,1.0,0.7215384615384616,254,110,215,71,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,47,1611,1.0,0.7292307692307692,254,105,220,71,2,500,50,,,,
Madelon (heavy redundancy),RFE,47,1611,1.0,0.8461538461538461,288,63,262,37,2,500,50,,,,
Madelon (heavy redundancy),L1,47,1611,1.0,0.8046153846153846,277,79,246,48,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,47,1611,1.0,0.8292307692307692,281,67,258,44,2,500,100,None,0.8,0.25,3.0
Madelon (heavy redundancy),Baseline,48,949,1.0,0.6538461538461539,224,124,201,101,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,48,949,1.0,0.703076923076923,256,124,201,69,2,500,50,,,,
Madelon (heavy redundancy),RFE,48,949,1.0,0.8415384615384616,281,59,266,44,2,500,50,,,,
Madelon (heavy redundancy),L1,48,949,1.0,0.8,272,77,248,53,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,48,949,1.0,0.82,272,64,261,53,2,500,100,None,0.8,0.25,0.0
Madelon (heavy redundancy),Baseline,49,6682,1.0,0.703076923076923,240,108,217,85,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,49,6682,1.0,0.6984615384615385,236,107,218,89,2,500,50,,,,
Madelon (heavy redundancy),RFE,49,6682,1.0,0.8461538461538461,279,54,271,46,2,500,50,,,,
Madelon (heavy redundancy),L1,49,6682,1.0,0.7861538461538462,265,79,246,60,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,49,6682,1.0,0.8123076923076923,276,73,252,49,2,500,100,None,0.8,0.25,2.0
Madelon (heavy redundancy),Baseline,50,3318,1.0,0.7261538461538461,246,99,226,79,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,50,3318,1.0,0.7692307692307693,258,83,242,67,2,500,50,,,,
Madelon (heavy redundancy),RFE,50,3318,1.0,0.8446153846153847,271,47,278,54,2,500,50,,,,
Madelon (heavy redundancy),L1,50,3318,1.0,0.8123076923076923,270,67,258,55,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,50,3318,1.0,0.8307692307692308,276,61,264,49,2,500,100,None,0.8,0.25,1.0
